station_name,operator,address,city,district_area,state,pincode,latitude,longitude,num_chargers,connector_types,power_kw,status,pricing,source_url,coord_precision,corridor
Grand Madurai by GRT Hotels,Zeon Charging,"79/1A1, Madurai - Thoothukudi Highway, Chinthamani",Madurai,Madurai,Tamil Nadu,625009.0,9.885731968730877,78.14862818711826,1,CCS (Type 2),60.0,Operational,On request,https://www.evchargestation.in/ev-station/grand-madurai-by-grt-hotels-madurai-tamil-nadu,verified (site page),Urban/City
JC Residency Madurai,Zeon Charging,"14, Lady Doak College Road, Chinna Chokikulam",Madurai,Madurai,Tamil Nadu,625002.0,9.9371685988613,78.13268945175275,1,CCS (Type 2),50.0,Operational,21.9/kWh,https://www.evchargestation.in/ev-station/jc-residency-madurai-madurai-tamil-nadu,verified (site page),Urban/City
Jasmine Filling Station,Statiq (IN),"NH - 38, Mandela Nagar",Madurai,Madurai,Tamil Nadu,625022.0,9.84111,78.10481,1,CCS (Type 2),30.0,Operational,14.99/kWh,https://www.evchargestation.in/ev-station/jasmine-filling-station-madurai-tamil-nadu,verified (site page),Urban/City
Kaveri Auto Garage Madurai,Tata Power,"Survey No 146/2C1 148/1A 149/1B2A, Paravai",Madurai,Madurai,Tamil Nadu,625402.0,9.96434,78.06483,1,CCS (Type 2),30.0,Operational,21/kWh,https://www.evchargestation.in/ev-station/kaveri-auto-garage-madurai-madurai-tamil-nadu,verified (site page),Urban/City
Madurai - Grand Madurai by GRT Hotels,Zeon Charging,"79/1A1, Tuticorin Ring Road, Chinthamani, Madurai, 625009",Madurai,Madurai,Tamil Nadu,625009.0,9.8863875,78.1488281,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-madurai-chinthamani-grand-madurai-by-grt-hotels-v4px-hg4-chinthamani-tamil-nadu-india-625009,verified (site page),Madurai (in-city)
Madurai - JC Residency,Zeon Charging,"Laday Doak College Road, Madurai, 625002",Madurai,Madurai,Tamil Nadu,625002.0,9.937708869091516,78.1324534527439,1,CCS2 (DC),50 kW,Operational,,https://zeoncharging.com/ev-charging-madurai-jc-residency-laday-doak-college-road-625002,verified (site page),Madurai (in-city)
Madurai - Poppys Hotel,Zeon Charging,"122, Airport-Mattuthavani Ring Rd, Madurai, 625107",Madurai,Madurai,Tamil Nadu,625107.0,9.9460875,78.1652344,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-madurai-poppys-hotel-w5w8-c3q-madurai-tamil-nadu-india-625107,verified (site page),Madurai (in-city)
Madurai - Regency by GRT Hotels,Zeon Charging,"Pasumpon Nagar, Madurai, 625003",Madurai,Madurai,Tamil Nadu,625003.0,9.904648194420847,78.09658634662703,1,CCS2 (DC),24 kW,Operational,,https://zeoncharging.com/ev-charging-madurai-regency-by-grt-hotels-pasumpon-nagar-625003,verified (site page),Madurai (in-city)
Madurai - Temple City Keeladi,Zeon Charging,"NH-87 Madurai-Rameswaram Highway, Silaiman, 625201",Madurai,Madurai,Tamil Nadu,625201.0,9.8725875,78.1814531,2,CCS2 (DC),120 kW,Operational,,https://zeoncharging.com/ev-charging-madurai-temple-city-keeladi-v5fj-2hp-silaiman-tamil-nadu-india-625201,verified (site page),NH87 Madurai-Rameswaram
Madurai - Velammal Hospital Parking 1,Zeon Charging,"Velammal Village, Airport-Mattuthavani Ring Rd, Chinthamani, Madurai, 625009",Madurai,Madurai,Tamil Nadu,625009.0,9.8861875,78.1506094,3,"Type 2 (AC), CCS2 (DC)",7-24 kW,Operational,,https://zeoncharging.com/ev-charging-madurai-parking-1-velammal-hospital-and-medical-college-v5p2-f6h-chinthamani-tamil-nadu-india-625009,verified (site page),Madurai (in-city)
Madurai - Velammal Hospital Parking 2,Zeon Charging,"Velammal Village, Airport-Mattuthavani Ring Rd, Chinthamani, Madurai, 625009",Madurai,Madurai,Tamil Nadu,625009.0,9.8862625,78.1512969,3,"Type 2 (AC), CCS2 (DC)",7-60 kW,Operational,,https://zeoncharging.com/ev-charging-madurai-parking-2-velammal-hospital-and-medical-college-v5p2-gg3-chinthamani-tamil-nadu-india-625009,verified (site page),Madurai (in-city)
Regency Madurai by GRT Hotels,Zeon Charging,"38, Madakulam Main Rd, Vinayai Nagar",Madurai,Madurai,Tamil Nadu,625003.0,9.9049121240053,78.09660199741175,1,CCS (Type 2),24.0,Operational,On request,https://www.evchargestation.in/ev-station/regency-madurai-by-grt-hotels-madurai-tamil-nadu,verified (site page),Urban/City
Tucker Motors Private Limited,Unknown Operator,"190/3, Manika Vasakar Street, near Lakshmi Stores",Madurai,Madurai,Tamil Nadu,625003.0,9.91161,78.09279,1,CCS (Type 2),30.0,Operational,On request,https://www.evchargestation.in/ev-station/tucker-motors-private-limited-madurai-tamil-nadu,verified (site page),Urban/City
Velammal Hospital and Medical College Parking - 1,Zeon Charging,"Velammal Village, Madurai - Tuticorin Highway, Chinthamani",Madurai,Madurai,Tamil Nadu,625009.0,9.886238411475286,78.15058162707278,1,"CCS (Type 2), Type 2 (Tethered)",24.0,Operational,On request,https://www.evchargestation.in/ev-station/velammal-hospital-and-medical-college-parking-1-madurai-tamil-nadu,verified (site page),Urban/City
Velammal Hospital and Medical College Parking - 2,Zeon Charging,"Velammal Village, Madurai - Tuticorin Highway, Chinthamani",Madurai,Madurai,Tamil Nadu,625009.0,9.886214390792745,78.15132219132656,1,"CCS (Type 2), Type 2 (Tethered)",30.0,Operational,On request,https://www.evchargestation.in/ev-station/velammal-hospital-and-medical-college-parking-2-madurai-tamil-nadu,verified (site page),Urban/City
Ather-Temple City (Melur Town Junction),Ather Grid,"Tiruchi-Madurai Bypass, Melur Town Junction, Melur, Madurai",Melur,Madurai,Tamil Nadu,,10.0392,78.3406,1,AC Type 1,,Operational,,https://www.meraev.com/charging-stations-in/madurai,approximate (town/road-level),NH36 Trichy-Madurai
Melur - Zeon X A.N Energy Solutions,Zeon Charging,"Navinipatti, 625106",Melur,Madurai,Tamil Nadu,625106.0,10.0487625,78.3492344,4,CCS2 (DC),60 kW,Operational,,https://zeoncharging.com/ev-charging-melur-madurai-zeon-x-a-n-energy-solutions-28xx-jpx-navinipatti-tamil-nadu-india-625106,verified (site page),NH36 Trichy-Madurai near Melur
Zeon Charging - Hotel Temple City (Sivarakottai),Zeon Charging,"NH44, Madurai to Virudhunagar Highways, Melanesaneri, Sivarakottai, Madurai",Sivarakottai,Madurai,Tamil Nadu,,9.7758,77.9636,1,CCS (Type 2),,Operational,,https://www.meraev.com/charging-stations-in/madurai,approximate (town/road-level),NH44 Madurai-Virudhunagar
OM MADURAI SARAVANA BHAVAN,Unknown Operator,"Tuticorin Madurai Road, near Toll Plaza Eliyarpathi",Thangalacheri,Madurai,Tamil Nadu,625022.0,9.78446,78.094274,1,CCS (Type 2),30.0,Operational,On request,https://www.evchargestation.in/ev-station/om-madurai-saravana-bhavan-thangalacheri-tamil-nadu,verified (site page),Urban/City
Virudhunagar - ChargeZone,Chargezone (India),"Survey No 82/9A2-12A, NH7, Virudhunagar Road, Thoppur, Thirupparankundram, Madurai",Thirupparankundram,Madurai,Tamil Nadu,,9.8422,78.0453,1,AC Type 1,,Operational,,https://www.meraev.com/charging-stations-in/madurai,approximate (town/road-level),NH7/NH44 Madurai-Virudhunagar
Ather-Hotel Temple City (NH44 Tirumangalam),Ather Grid,"NH44, Madurai-Virudhunagar Highways, Tirumangalam, Madurai",Tirumangalam,Madurai,Tamil Nadu,,9.8236,77.9911,1,AC Type 1,,Operational,,https://www.meraev.com/charging-stations-in/madurai,approximate (town/road-level),NH44 Madurai-Virudhunagar
Tirumangalam - Hotel Temple City,Zeon Charging,"Highways, Melanesaneri, Madurai, 625706",Tirumangalam,Madurai,Tamil Nadu,625706.0,9.7593372,77.9792031,3,CCS2 (DC),50-60 kW,Operational,,https://zeoncharging.com/ev-charging-tirumangalam-hotel-temple-city-zeon-charging-station-highways-melanesaneri-madurai-tamil-nadu-625706-india-625706,verified (site page),NH44 Madurai-Rajapalayam
Veepees Bistro And Cafe,Unknown Operator,"112, Venkatasamuthiram, Usilampetti Road, Tirumangalam, 626706",Tirumangalam,Madurai,Tamil Nadu,626706.0,9.8236,77.9911,1,CCS (Type 2),,Operational,,https://www.meraev.com/charging-stations-in/chennai,approximate (town/road-level),NH44 Madurai-Virudhunagar
Usilampatti - PVR Tyres Nakkalapatti,Zeon Charging,"Nakkalapatti, Usilampatti, 625532",Usilampatti,Madurai,Tamil Nadu,625532.0,9.9687,77.7733,1,16A (AC),3.3 kW,Operational,,https://zeoncharging.com/ev-charging-usilampatti-pvr-tyres-nakkalapatti-usilampatti-tamil-nadu-india-625532,verified (site page),Madurai-Usilampatti road
Vadippatti - Hotel Temple City,Zeon Charging,"3XHH+X4 Thathampatti, NH44, Chellakulam, 625218",Vadippatti,Madurai,Tamil Nadu,625218.0,10.0799375,77.9778125,3,CCS2 (DC),50-60 kW,Operational,,https://zeoncharging.com/ev-charging-vadippatti-hotel-temple-city-3xhh-x4-thathampatti-tamil-nadu-india-625218,verified (site page),NH44 Madurai-Rajapalayam
Dr. MGR University,Relux Electric (India),"Poonamallee High Rd, Vishwas Nagar, Maduravoyal",Chennai,Maduravoyal,Tamil Nadu,600095.0,13.06959746,80.1779609,1,CCS (Type 2),30.0,Operational,Rs.22/-,https://www.evchargestation.in/ev-station/dr-mgr-university-chennai-tamil-nadu,verified (site page),Urban/City
Dr. MGR University Maduravoyal,Relux Electric (India),"Poonamallee High Rd, Vishwas Nagar",Maduravoyal,Maduravoyal,Tamil Nadu,600095.0,13.06959746,80.1779609,1,CCS (Type 2),30.0,Operational,On request,https://www.evchargestation.in/ev-station/dr-mgr-university-maduravoyal-chennai-tamil-nadu,verified (site page),Urban/City
Thirukadaiyur - Hotel Mookambigai Residency,Zeon Charging,"3RH2+G9F Thirukadaiyur Main Road, Tharangambadi Taluk, 609311",Thirukadaiyur,Mayiladuthurai,Tamil Nadu,609311.0,11.0788125,79.8009219,2,CCS2 (DC),up to 120 kW,Operational,,https://zeoncharging.com/ev-charging-thirukadaiyur-hotel-mookambigai-residency-3rh2-g9f-thirukadaiyur-tamil-nadu-india-609311,verified (site page),ECR Mayiladuthurai-Tharangambadi
Adyar Ananda Bhavan Mettupalayam,Statiq (IN),Ooty-Conoor Road,Mettupalayam,Mettupalayam,Tamil Nadu,641305.0,11.32163,76.9161,1,CCS (Type 2),60.0,Operational,24/kWh,https://www.evchargestation.in/ev-station/adyar-ananda-bhavan-mettupalayam-tamil-nadu,verified (site page),Urban/City
